country1,country2,dtw_distance,overlap_years
ABW,AGO,2.369771942409549,33
ABW,ALB,1.616569869309183,33
ABW,ARG,1.945196330452741,33
ABW,ATG,0.807085735304081,33
ABW,AUS,1.638078126887859,33
ABW,AUT,1.1893768294436464,33
ABW,BDI,2.4770849431057242,33
ABW,BEL,1.1834651076844012,33
ABW,BEN,1.6545025568648617,33
ABW,BFA,2.075409579967656,33
ABW,BGD,2.7876139528045174,33
ABW,BGR,2.196014022082454,33
ABW,BHR,1.389317761276382,33
ABW,BHS,0.977170203736839,33
ABW,BLZ,0.9109192543869176,33
ABW,BOL,1.9471575130819871,33
ABW,BRA,1.9404882817694904,33
ABW,BRB,1.0392630071144913,33
ABW,BRN,1.386937268474817,33
ABW,BTN,1.9667599385396473,33
ABW,BWA,1.4184016883522754,33
ABW,CAF,2.863336228519172,33
ABW,CAN,1.4891740176555777,33
ABW,CHL,1.3196526148759562,33
ABW,CHN,2.351794164134806,33
ABW,CIV,2.6356566696081285,33
ABW,CMR,1.9646323225315536,33
ABW,COG,2.019123022909833,33
ABW,COL,1.4147964670460558,33
ABW,COM,1.568006616252273,33
ABW,CPV,1.2829345226297397,33
ABW,CRI,1.5182540985753865,33
ABW,CYP,1.3243152409903431,33
ABW,DEU,1.3245020940995336,33
ABW,DMA,0.9516473766144026,33
ABW,DNK,1.2186067474724858,33
ABW,DOM,1.481680662044357,33
ABW,DZA,1.9287451757044933,33
ABW,ECU,1.5288776926459844,33
ABW,EGY,1.840143451569243,33
ABW,ESP,1.3240993032026047,33
ABW,ETH,2.9643347466434156,33
ABW,FIN,1.7102729771292036,33
ABW,FJI,1.3085610509398637,33
ABW,FRA,1.2121712490588987,33
ABW,GAB,1.6014765927731813,33
ABW,GBR,1.1570030261761948,33
ABW,GHA,2.322667374533579,33
ABW,GIN,2.3372360534601833,33
ABW,GMB,1.6249006164492048,33
ABW,GNB,1.8854736877558296,33
ABW,GRD,1.1989586108355876,33
ABW,GTM,1.8145382824897907,33
ABW,GUY,2.2533164631555698,33
ABW,HKG,1.3656430116387785,33
ABW,HND,1.899448821944363,33
ABW,HTI,1.8162405852565158,33
ABW,IDN,1.886482720004367,33
ABW,IND,2.057151647663165,33
ABW,IRL,1.6917979533895362,33
ABW,IRQ,3.2996084036403364,33
ABW,ISL,1.9091155511210052,33
ABW,ISR,1.8716496293742517,33
ABW,ITA,1.4836852794565314,33
ABW,JAM,0.9043621880713125,33
ABW,JOR,1.760075102419917,33
ABW,JPN,2.455245771318981,33
ABW,KEN,2.4415535588879265,33
ABW,KIR,1.322384989242592,33
ABW,KNA,1.09919897984963,33
ABW,KOR,1.3792402444374596,33
ABW,KWT,1.6110554785817541,33
ABW,LAO,2.229532410122653,33
ABW,LBN,1.901420257288851,33
ABW,LCA,0.9230539691715547,33
ABW,LIE,1.537948104203672,33
ABW,LKA,1.6575309324961385,33
ABW,LSO,1.363861659795965,33
ABW,LUX,1.2182040941892398,33
ABW,MAC,1.718050983234413,33
ABW,MAR,1.2849905214356512,33
ABW,MDG,1.4986470065980992,33
ABW,MDV,1.7489892280872774,33
ABW,MEX,1.1412616592292195,33
ABW,MLI,1.8568810651520997,33
ABW,MLT,1.8153676358439341,33
ABW,MMR,1.8232486374281611,33
ABW,MNG,2.5690007416336313,33
ABW,MRT,1.7837782964983036,33
ABW,MUS,1.1290852100316875,33
ABW,MWI,1.750654393928218,33
ABW,MYS,1.4056059460281016,33
ABW,NAM,1.4087776283330113,33
ABW,NCL,1.3653937920568469,33
ABW,NER,1.9907617090037921,33
ABW,NIC,1.092566205757216,33
ABW,NLD,1.168072307146689,33
ABW,NOR,1.1847509331647337,33
ABW,NPL,2.31125687565728,33
ABW,NZL,1.6999751040131061,33
ABW,OMN,1.5576769567765323,33
ABW,PAK,1.5096164120102404,33
ABW,PAN,1.886636332790244,33
ABW,PER,1.4216459802060635,33
ABW,PHL,1.7322999316109782,33
ABW,PNG,2.047734603583655,33
ABW,PRI,1.0579751292395776,33
ABW,PRT,1.2222576301445245,33
ABW,QAT,1.848714097548387,33
ABW,ROU,1.930065055615155,33
ABW,RUS,2.3053351984069232,33
ABW,RWA,2.3766054560336545,33
ABW,SAU,1.6652364994918938,33
ABW,SDN,3.7798268713397483,33
ABW,SEN,2.068729440515099,33
ABW,SGP,1.2911278402964765,33
ABW,SLB,1.6377329232785458,33
ABW,SLE,1.8575640773032451,33
ABW,SLV,1.1456407001170728,33
ABW,SUR,1.938875959272013,33
ABW,SWE,1.4889863680058157,33
ABW,SYC,1.1903173447275897,33
ABW,TCD,1.7161220673852071,33
ABW,TGO,2.0733532887364343,33
ABW,THA,1.6871223162379887,33
ABW,TON,1.3249655017390565,33
ABW,TTO,1.4680567953876151,33
ABW,TUN,1.1479642355549307,33
ABW,TUR,1.3193810834152975,33
ABW,TZA,1.9755070862147912,33
ABW,UGA,1.9642377995809632,33
ABW,UKR,3.2095998169309303,33
ABW,URY,1.5497455465953534,33
ABW,USA,1.4190749220871148,33
ABW,VCT,1.0647396642421085,33
ABW,VNM,2.2134510768633606,33
ABW,VUT,1.8342238708245475,33
ABW,ZAF,1.5805469791622375,33
ABW,ZMB,1.9248864251140438,33
ABW,ZWE,3.478679480353033,33
AGO,ALB,2.887926493075374,33
AGO,ARG,2.0684404787815653,33
AGO,ATG,2.313940483439846,33
AGO,AUS,2.1541254560815757,33
AGO,AUT,2.7278858943887503,33
AGO,BDI,2.3793511145638866,33
AGO,BEL,2.701853018828356,33
AGO,BEN,3.1467424274904885,33
AGO,BFA,3.3458220515360795,33
AGO,BGD,4.072642199146781,33
AGO,BGR,3.1562024656872865,33
AGO,BHR,2.52207841975839,33
AGO,BHS,2.57802585590384,33
AGO,BLZ,2.6473332809230987,33
AGO,BOL,3.0230915699271996,33
AGO,BRA,1.4318079767596237,33
AGO,BRB,2.411508501576434,33
AGO,BRN,1.401453802366783,33
AGO,BTN,3.062106404263324,33
AGO,BWA,2.891354578033753,33
AGO,CAF,2.724885413665312,33
AGO,CAN,2.324499063926727,33
AGO,CHL,2.454000355412124,33
AGO,CHN,3.576062346897337,33
AGO,CIV,3.8122991887894,33
AGO,CMR,3.044443937833722,33
AGO,COG,1.5034782469249188,33
AGO,COL,1.6683282870856058,33
AGO,COM,2.796958707023997,33
AGO,CPV,2.0215554306076897,33
AGO,CRI,3.022497885060807,33
AGO,CYP,2.1373599869522373,33
AGO,DEU,2.94141480167539,33
AGO,DMA,2.2915794630746067,33
AGO,DNK,2.7702535348927873,33
AGO,DOM,2.8507643502145794,33
AGO,DZA,1.2057068161472977,33
AGO,ECU,2.5388470820185507,33
AGO,EGY,2.917960329835481,33
AGO,ESP,1.8617419300753992,33
AGO,ETH,3.9694327813842754,33
AGO,FIN,2.4054501041257006,33
AGO,FJI,1.8587908640368163,33
AGO,FRA,2.275552587134522,33
AGO,GAB,2.1303036550768755,33
AGO,GBR,2.4034136350044006,33
AGO,GHA,3.213554240571114,33
AGO,GIN,3.8193333535939575,33
AGO,GMB,3.5676260422438073,33
AGO,GNB,3.3127848085826255,33
AGO,GRD,2.620905688151556,33
AGO,GTM,3.4606565834964282,33
AGO,GUY,3.4119733092108735,33
AGO,HKG,3.3950822743372937,33
AGO,HND,3.1154202772136004,33
AGO,HTI,2.779713007165087,33
AGO,IDN,3.0232480604080663,33
AGO,IND,3.229866320507149,33
AGO,IRL,3.516501633127395,33
AGO,IRQ,2.729293990046459,33
AGO,ISL,2.953323012440268,33
AGO,ISR,3.6032002129678244,33
AGO,ITA,1.7702190016562411,33
AGO,JAM,2.576934810813647,33
AGO,JOR,3.141238973216268,33
AGO,JPN,3.21763022949494,33
AGO,KEN,3.7367617708764227,33
AGO,KIR,2.660471399722261,33
AGO,KNA,1.7112166123755224,33
AGO,KOR,3.0830245557052476,33
AGO,KWT,1.588806944011042,33
AGO,LAO,3.476249756846555,33
AGO,LBN,1.7561971642302674,33
AGO,LCA,2.0338844772731535,33
AGO,LIE,3.1483932364940337,33
AGO,LKA,2.523873935151041,33
AGO,LSO,1.9669766063998564,33
AGO,LUX,2.842531512733143,33
AGO,MAC,1.2523342009823066,33
AGO,MAR,2.742286525447947,33
AGO,MDG,2.691021153218321,33
AGO,MDV,2.04110991264038,33
AGO,MEX,2.446769285542927,33
AGO,MLI,3.2329955786371865,33
AGO,MLT,3.447055974830548,33
AGO,MMR,2.488309945745943,33
AGO,MNG,2.8041830153151515,33
AGO,MRT,3.1234247245075415,33
AGO,MUS,1.9001152251400206,33
AGO,MWI,2.6614715725645226,33
AGO,MYS,2.804530819886827,33
AGO,NAM,2.047313525102627,33
AGO,NCL,2.1858810904990458,33
AGO,NER,3.2752135732850287,33
AGO,NIC,2.7811915276154657,33
AGO,NLD,2.7858487505504903,33
AGO,NOR,1.7716631186818128,33
AGO,NPL,3.5472449578845744,33
AGO,NZL,3.103033153254896,33
AGO,OMN,1.9718664110744784,33
AGO,PAK,2.4799217308860113,33
AGO,PAN,2.807278046417636,33
AGO,PER,2.6423529239204235,33
AGO,PHL,3.134049421476721,33
AGO,PNG,2.852391017768253,33
AGO,PRI,2.8839584098407016,33
AGO,PRT,2.4242626103954596,33
AGO,QAT,1.8126495827236115,33
AGO,ROU,3.0789139275068544,33
AGO,RUS,1.4062307422871416,33
AGO,RWA,3.2352348265486426,33
AGO,SAU,2.6033553962028124,33
AGO,SDN,2.7234649681237406,33
AGO,SEN,3.3572314804001695,33
AGO,SGP,2.6623047399546182,33
AGO,SLB,3.372458839082246,33
AGO,SLE,2.078263320856408,33
AGO,SLV,2.975587398365417,33
AGO,SUR,1.208031020144765,33
AGO,SWE,2.48715434649271,33
AGO,SYC,1.7954023342936827,33
AGO,TCD,1.843275902785227,33
AGO,TGO,3.161333425523304,33
AGO,THA,3.259421046205486,33
AGO,TON,2.813284826802687,33
AGO,TTO,1.7126976548471808,33
AGO,TUN,2.247883960144809,33
AGO,TUR,1.7668511086273568,33
AGO,TZA,3.47910956725444,33
AGO,UGA,3.008374111783998,33
AGO,UKR,2.405780586830064,33
AGO,URY,2.2462229499336606,33
AGO,USA,3.35663632140348,33
AGO,VCT,2.7324740091463853,33
AGO,VNM,3.5674414805278887,33
AGO,VUT,3.3864545373224786,33
AGO,ZAF,1.8407271191857135,33
AGO,ZMB,1.463800930577472,33
AGO,ZWE,3.5326202562954507,33
ALB,ARG,2.566619047045408,33
ALB,ATG,1.0662718166363994,33
ALB,AUS,1.1549007360869512,33
ALB,AUT,0.9007828874001025,33
ALB,BDI,1.4661062423510993,33
ALB,BEL,0.8881693980668203,33
ALB,BEN,0.6842630035935134,33
ALB,BFA,0.8375543909318669,33
ALB,BGD,1.5944295940795572,33
ALB,BGR,0.8515031779425284,33
ALB,BHR,0.8909641450547099,33
ALB,BHS,1.7607926959517832,33
ALB,BLZ,1.0155207861298097,33
ALB,BOL,0.9434045380258055,33
ALB,BRA,2.360852860113634,33
ALB,BRB,1.037349479102191,33
ALB,BRN,1.9574370108707502,33
ALB,BTN,0.8944076705545919,33
ALB,BWA,0.7933690456423195,33
ALB,CAF,1.9018399432061683,33
ALB,CAN,0.9193332205884449,33
ALB,CHL,0.8573777955315061,33
ALB,CHN,1.183479162709099,33
ALB,CIV,1.548330864533675,33
ALB,CMR,0.9528736489485599,33
ALB,COG,1.6533114044712724,33
ALB,COL,1.335062627912679,33
ALB,COM,0.7465659073864526,33
ALB,CPV,1.0780454974227043,33
ALB,CRI,0.74322975887682,33
ALB,CYP,1.1663269320750815,33
ALB,DEU,1.1122012695961858,33
ALB,DMA,1.0448655092510415,33
ALB,DNK,0.7951463241897818,33
ALB,DOM,0.8034554327771503,33
ALB,DZA,1.7402131546444923,33
ALB,ECU,0.7940070553138228,33
ALB,EGY,1.056605585490849,33
ALB,ESP,1.2428699658540767,33
ALB,ETH,1.7659074560208323,33
ALB,FIN,0.8993484443145462,33
