country1,country2,dtw_distance,overlap_years
ALB,FJI,1.427523274406447,33
ALB,FRA,1.0707939456233313,33
ALB,GAB,1.2091277217009593,33
ALB,GBR,1.1544130473395284,33
ALB,GHA,1.2712626433906553,33
ALB,GIN,1.0454280248439192,33
ALB,GMB,1.6542268005720808,33
ALB,GNB,0.8277002038236875,33
ALB,GRD,0.971613594174585,33
ALB,GTM,0.7321641538441842,33
ALB,GUY,1.1666317262165717,33
ALB,HKG,0.9514695325042063,33
ALB,HND,0.815015136688238,33
ALB,HTI,0.873979709406734,33
ALB,IDN,0.918848077569002,33
ALB,IND,0.9606199648379813,33
ALB,IRL,1.0649041635783356,33
ALB,IRQ,2.505869267973753,33
ALB,ISL,1.7472752146590405,33
ALB,ISR,0.8397154424635063,33
ALB,ITA,1.5455824315491355,33
ALB,JAM,1.4687028205715618,33
ALB,JOR,0.8381421567649024,33
ALB,JPN,3.9044896311543997,33
ALB,KEN,1.0785433193842753,33
ALB,KIR,0.731392220134143,33
ALB,KNA,1.3376565417906117,33
ALB,KOR,0.8640034021525727,33
ALB,KWT,1.5086782818588949,33
ALB,LAO,1.0179620885387899,33
ALB,LBN,2.5322723325288705,33
ALB,LCA,0.9834771457204438,33
ALB,LIE,0.911043538753874,33
ALB,LKA,0.8967383582460318,33
ALB,LSO,1.5468548111399185,33
ALB,LUX,1.0042235461095532,33
ALB,MAC,1.702683060874064,33
ALB,MAR,0.6406463350775484,33
ALB,MDG,0.7732058602008306,33
ALB,MDV,1.199936771077379,33
ALB,MEX,1.521155426787185,33
ALB,MLI,0.8035924133317132,33
ALB,MLT,0.7973761598429543,33
ALB,MMR,1.0949019031050797,33
ALB,MNG,1.4091654805147733,33
ALB,MRT,0.7728990566028954,33
ALB,MUS,1.304777448870823,33
ALB,MWI,1.1045045759956338,33
ALB,MYS,0.9167960714489362,33
ALB,NAM,1.1611865967174264,33
ALB,NCL,1.0339469772867937,33
ALB,NER,0.941396315988239,33
ALB,NIC,0.9413966209587467,33
ALB,NLD,0.9691931832241555,33
ALB,NOR,1.2248454797759827,33
ALB,NPL,0.9964015191032459,33
ALB,NZL,0.780670795674666,33
ALB,OMN,1.1517838333583394,33
ALB,PAK,0.7703301359772821,33
ALB,PAN,0.8884661054989823,33
ALB,PER,0.8216070232894923,33
ALB,PHL,0.735685411878215,33
ALB,PNG,1.1996254389601093,33
ALB,PRI,1.129044593770962,33
ALB,PRT,1.328162742221328,33
ALB,QAT,1.3987667438313653,33
ALB,ROU,0.7309070183040819,33
ALB,RUS,1.8917228280609997,33
ALB,RWA,0.9928636400156142,33
ALB,SAU,0.987053065752845,33
ALB,SDN,4.2256457535650975,33
ALB,SEN,0.8503944520268153,33
ALB,SGP,0.7731396233002517,33
ALB,SLB,0.7622425412993257,33
ALB,SLE,1.1830162772544708,33
ALB,SLV,0.9129120668279089,33
ALB,SUR,2.542500330728249,33
ALB,SWE,1.018084075183921,33
ALB,SYC,1.8477160963086163,33
ALB,TCD,1.297645830257507,33
ALB,TGO,0.8961715231345555,33
ALB,THA,0.7730333099501908,33
ALB,TON,1.0432228096859033,33
ALB,TTO,1.3481848732990716,33
ALB,TUN,1.1937892010368039,33
ALB,TUR,1.3655615264978618,33
ALB,TZA,0.8990805275971901,33
ALB,UGA,0.9258264163938634,33
ALB,UKR,2.3546362116817656,33
ALB,URY,1.2577114362537134,33
ALB,USA,0.7999161481293346,33
ALB,VCT,0.91910861150279,33
ALB,VNM,0.9668998403757324,33
ALB,VUT,0.5817024429071243,33
ALB,ZAF,1.4005645587453552,33
ALB,ZMB,1.507904926988944,33
ALB,ZWE,2.5920954110593577,33
ARG,ATG,2.047997057910617,33
ARG,AUS,2.040468601347562,33
ARG,AUT,1.9666071864803603,33
ARG,BDI,2.219036297300837,33
ARG,BEL,1.9643516945801163,33
ARG,BEN,2.500255275729784,33
ARG,BFA,2.724711346228112,33
ARG,BGD,3.4419144030250477,33
ARG,BGR,2.655952091583573,33
ARG,BHR,2.1970422608243103,33
ARG,BHS,1.8879829062574405,33
ARG,BLZ,2.1327183188908614,33
ARG,BOL,2.492397702515856,33
ARG,BRA,1.5016978952938849,33
ARG,BRB,2.1828951042464197,33
ARG,BRN,1.943407939037582,33
ARG,BTN,2.625696813827454,33
ARG,BWA,2.2581783805209183,33
ARG,CAF,2.0479223723412443,33
ARG,CAN,2.106119862978318,33
ARG,CHL,1.9592884526279706,33
ARG,CHN,3.0441718366483106,33
ARG,CIV,3.0235324179463734,33
ARG,CMR,2.0955314295942458,33
ARG,COG,2.0283357735119543,33
ARG,COL,1.6642435036311733,33
ARG,COM,2.1415077212475264,33
ARG,CPV,2.092610342053794,33
ARG,CRI,2.4487584620495135,33
ARG,CYP,1.664162490586295,33
ARG,DEU,1.8725727677261879,33
ARG,DMA,1.881668214838227,33
ARG,DNK,2.1942503877045105,33
ARG,DOM,2.1636843404084067,33
ARG,DZA,1.941791556346533,33
ARG,ECU,2.013244242262594,33
ARG,EGY,2.3369752043294456,33
ARG,ESP,1.903598039698631,33
ARG,ETH,3.286303760296011,33
ARG,FIN,2.061976504189052,33
ARG,FJI,1.4610338965561995,33
ARG,FRA,1.7963588962230894,33
ARG,GAB,1.966713664844308,33
ARG,GBR,1.9807639143426647,33
ARG,GHA,2.6559916726816724,33
ARG,GIN,2.9972249657640724,33
ARG,GMB,2.3082668163648914,33
ARG,GNB,2.8029613002526577,33
ARG,GRD,2.183227939017384,33
ARG,GTM,2.7918246671177243,33
ARG,GUY,2.9582842756873426,33
ARG,HKG,2.525890370986214,33
ARG,HND,2.658043367248479,33
ARG,HTI,2.276738431281895,33
ARG,IDN,2.276121938259771,33
ARG,IND,2.7146646180231397,33
ARG,IRL,2.879518535383019,33
ARG,IRQ,2.4720636387458326,33
ARG,ISL,2.497242647600306,33
ARG,ISR,2.908116365194904,33
ARG,ITA,1.708643274407067,33
ARG,JAM,2.0180626264431822,33
ARG,JOR,2.5648352792750706,33
ARG,JPN,2.347200037401026,33
ARG,KEN,3.151299989907905,33
ARG,KIR,2.1856911417212466,33
ARG,KNA,1.7958739290620531,33
ARG,KOR,2.1270508459562385,33
ARG,KWT,2.01793324034507,33
ARG,LAO,2.8722803798375893,33
ARG,LBN,2.153322276257769,33
ARG,LCA,1.8629996542888967,33
ARG,LIE,2.4222879771702313,33
ARG,LKA,2.2631549459908147,33
ARG,LSO,1.8514537235776172,33
ARG,LUX,2.2751159248359003,33
ARG,MAC,1.9313749037424492,33
ARG,MAR,2.303922415934463,33
ARG,MDG,2.1200210744001726,33
ARG,MDV,2.144618426556192,33
ARG,MEX,1.9266734809220645,33
ARG,MLI,2.678960626072486,33
ARG,MLT,2.8215808896022017,33
ARG,MMR,2.160680451700512,33
ARG,MNG,2.418354965439667,33
ARG,MRT,2.4953642279514847,33
ARG,MUS,1.8865519191082916,33
ARG,MWI,2.035205084311619,33
ARG,MYS,2.1059602667285713,33
ARG,NAM,1.939812060841726,33
ARG,NCL,2.0497355245366884,33
ARG,NER,2.5147382312671396,33
ARG,NIC,2.2154875023376457,33
ARG,NLD,2.1668043901540845,33
ARG,NOR,1.9350353167349472,33
ARG,NPL,3.042115338666039,33
ARG,NZL,2.431417011408646,33
ARG,OMN,2.0157647545924022,33
ARG,PAK,2.2219931237865076,33
ARG,PAN,2.463701493017913,33
ARG,PER,2.110635195303595,33
ARG,PHL,2.4570206912362633,33
ARG,PNG,2.3388546473791934,33
ARG,PRI,2.2417228123947806,33
ARG,PRT,1.7429483555424417,33
ARG,QAT,1.9904592953908604,33
ARG,ROU,2.5962769636075436,33
ARG,RUS,2.054585716325985,33
ARG,RWA,2.6967955973641606,33
ARG,SAU,2.2328948681944945,33
ARG,SDN,2.9644101178240887,33
ARG,SEN,2.6514662075115547,33
ARG,SGP,2.029610901344201,33
ARG,SLB,2.4106939063042296,33
ARG,SLE,2.3088766754730687,33
ARG,SLV,2.3253259149909393,33
ARG,SUR,1.9148247501614601,33
ARG,SWE,2.153130722421326,33
ARG,SYC,1.8709297958275612,33
ARG,TCD,2.0056178959349564,33
ARG,TGO,2.5812596089350874,33
ARG,THA,2.2821186111816814,33
ARG,TON,2.0185351240995266,33
ARG,TTO,2.0531640637784294,33
ARG,TUN,1.7599207278273128,33
ARG,TUR,1.6976395555245787,33
ARG,TZA,2.814705595805719,33
ARG,UGA,2.5860554083408283,33
ARG,UKR,2.6186388448577587,33
ARG,URY,1.3755603336693993,33
ARG,USA,2.5961089907820236,33
ARG,VCT,2.2097443004644894,33
ARG,VNM,3.0096407775351586,33
ARG,VUT,2.8342676343002586,33
ARG,ZAF,1.7986623838323341,33
ARG,ZMB,1.9569512445134292,33
ARG,ZWE,3.2004714186293217,33
ATG,AUS,1.1133735506993636,33
ATG,AUT,1.0482377543480221,33
ATG,BDI,1.8814824655602682,33
ATG,BEL,1.098131044181378,33
ATG,BEN,1.2033873855061619,33
ATG,BFA,1.5283284186872395,33
ATG,BGD,2.2467803931988612,33
ATG,BGR,1.5893311044121996,33
ATG,BHR,0.7980994736133582,33
ATG,BHS,1.151317030558411,33
ATG,BLZ,0.6809861472229949,33
ATG,BOL,1.2829410361454268,33
ATG,BRA,1.7793919382364054,33
ATG,BRB,0.7288186888223324,33
ATG,BRN,1.318589267592469,33
ATG,BTN,1.2931492152291308,33
ATG,BWA,1.0600460204922502,33
ATG,CAF,2.604221513469685,33
ATG,CAN,0.9922959250944076,33
ATG,CHL,0.8586083885174025,33
ATG,CHN,1.7602844541418226,33
ATG,CIV,2.1408076216702976,33
ATG,CMR,1.4580202870162946,33
ATG,COG,1.5617255957203935,33
ATG,COL,0.9129129209101272,33
ATG,COM,1.1426645452013018,33
ATG,CPV,0.9410193888667362,33
ATG,CRI,0.8909587774465433,33
ATG,CYP,1.271341124245652,33
ATG,DEU,1.2546381318118287,33
ATG,DMA,0.6112603993231006,33
ATG,DNK,1.0899505996149117,33
ATG,DOM,0.9268531327578524,33
ATG,DZA,1.481030238007005,33
ATG,ECU,0.9310239479221838,33
ATG,EGY,1.4083766061283032,33
ATG,ESP,1.2947252240838425,33
ATG,ETH,2.383695728738448,33
ATG,FIN,1.330304144671874,33
ATG,FJI,1.0035089795045045,33
ATG,FRA,1.2271797826387818,33
ATG,GAB,1.1883358112280313,33
ATG,GBR,1.0475507360777683,33
ATG,GHA,1.8249112663072442,33
ATG,GIN,1.7875554140612746,33
ATG,GMB,1.6301360507290006,33
ATG,GNB,1.295752035151665,33
ATG,GRD,0.6009745175450769,33
ATG,GTM,1.2406144266842072,33
ATG,GUY,1.7302901248071942,33
ATG,HKG,0.9213907355862866,33
ATG,HND,1.2549845132930464,33
ATG,HTI,1.2948884024209493,33
ATG,IDN,1.2232021875949506,33
ATG,IND,1.3778816378251053,33
ATG,IRL,1.1855268794399922,33
ATG,IRQ,2.886475398329369,33
ATG,ISL,1.5782565890559648,33
ATG,ISR,1.3700712112334188,33
ATG,ITA,1.7169600791457407,33
ATG,JAM,0.8700542333851218,33
ATG,JOR,1.109684546766299,33
ATG,JPN,3.3871283291405936,33
ATG,KEN,1.847681093112219,33
ATG,KIR,0.7881555785475729,33
ATG,KNA,0.7648610541064362,33
ATG,KOR,0.937069755624033,33
ATG,KWT,1.3546675319126693,33
ATG,LAO,1.5901524738027384,33
ATG,LBN,1.9762690071190758,33
ATG,LCA,0.5651485942162854,33
ATG,LIE,0.9902019700201569,33
ATG,LKA,1.049237297327812,33
ATG,LSO,1.3344088991570562,33
ATG,LUX,1.0832654874371876,33
ATG,MAC,1.378909021607585,33
ATG,MAR,0.8002623460919501,33
ATG,MDG,0.8684813826641511,33
ATG,MDV,1.194298510946227,33
ATG,MEX,1.0604616338457047,33
ATG,MLI,1.2935647816119995,33
ATG,MLT,1.2562072036744523,33
ATG,MMR,1.1993550744701778,33
ATG,MNG,1.9799175788113546,33
ATG,MRT,1.3067029911796761,33
ATG,MUS,0.7604568417968656,33
ATG,MWI,1.5684414180363486,33
ATG,MYS,0.874339192718374,33
ATG,NAM,1.130266193143754,33
ATG,NCL,0.9880251460537617,33
ATG,NER,1.4155003367959766,33
ATG,NIC,0.7699925473775521,33
ATG,NLD,1.0968107901211526,33
ATG,NOR,1.1023810881704714,33
ATG,NPL,1.6576388713563954,33
ATG,NZL,1.2972009708900327,33
ATG,OMN,1.105424228302617,33
ATG,PAK,0.896620835961302,33
ATG,PAN,1.2123288780252044,33
ATG,PER,0.849355742827202,33
ATG,PHL,1.0814852235850692,33
ATG,PNG,1.4471984165188887,33
ATG,PRI,0.8189824313570376,33
ATG,PRT,1.151919434032261,33
ATG,QAT,1.3590797509317294,33
ATG,ROU,1.3411571447088997,33
ATG,RUS,1.9325274359039786,33
ATG,RWA,1.7389271128729242,33
ATG,SAU,1.1396491692353727,33
ATG,SDN,3.8792881165337545,33
ATG,SEN,1.4705974613720953,33
ATG,SGP,0.770357802238322,33
ATG,SLB,1.0811537354907,33
ATG,SLE,1.2666831073486418,33
ATG,SLV,0.7389953895436405,33
ATG,SUR,1.9361374040230366,33
ATG,SWE,1.0998286350397815,33
ATG,SYC,1.2321080480853104,33
ATG,TCD,1.1259341428813425,33
ATG,TGO,1.4955813687526187,33
ATG,THA,1.0709702924189362,33
ATG,TON,0.8487691939359429,33
ATG,TTO,1.055338063891613,33
ATG,TUN,0.8969613513172987,33
ATG,TUR,0.9244753201456177,33
ATG,TZA,1.4040632008084382,33
ATG,UGA,1.4138070171338606,33
ATG,UKR,2.9951605654336095,33
ATG,URY,1.184062891251158,33
ATG,USA,0.9468243233821185,33
ATG,VCT,0.593293865091912,33
ATG,VNM,1.612733007332781,33
ATG,VUT,1.240474590523389,33
ATG,ZAF,1.2816011819020339,33
ATG,ZMB,1.4544772625893796,33
ATG,ZWE,3.0234839212401607,33
AUS,AUT,1.1767916016093838,33
AUS,BDI,1.2471529897700664,33
AUS,BEL,1.1360689870248908,33
AUS,BEN,0.9537025176723903,33
AUS,BFA,1.1005497422603603,33
AUS,BGD,1.6486232297637118,33
AUS,BGR,1.3365569737701217,33
AUS,BHR,0.7280219630413411,33
AUS,BHS,1.996617906109737,33
AUS,BLZ,1.0851115486510596,33
AUS,BOL,0.9477253654034453,33
AUS,BRA,1.6492178166508726,33
AUS,BRB,1.2817916831401575,33
AUS,BRN,1.3181845668565324,33
AUS,BTN,0.9884227936094842,33
AUS,BWA,0.846520701582499,33
AUS,CAF,1.9686728336237365,33
AUS,CAN,0.6415146278256662,33
AUS,CHL,0.7184981392632547,33
AUS,CHN,1.2730970020803478,33
AUS,CIV,1.3168469691985143,33
AUS,CMR,0.9119857438978969,33
AUS,COG,0.9521127681545299,33
AUS,COL,0.8142691843976138,33
AUS,COM,0.8807955762004621,33
AUS,CPV,1.0941177241244098,33
AUS,CRI,0.8872316426130928,33
AUS,CYP,1.0647886166707945,33
AUS,DEU,1.398102593304517,33
AUS,DMA,1.1267692193489807,33
AUS,DNK,1.1489820596128535,33
AUS,DOM,1.0486987012821085,33
AUS,DZA,1.2383102310688072,33
AUS,ECU,0.808112220369553,33
AUS,EGY,1.0222859035072756,33
AUS,ESP,1.006883375475455,33
AUS,ETH,1.719614914464265,33
AUS,FIN,1.1118354305431972,33
AUS,FJI,1.1275702250113426,33
AUS,FRA,1.1255606276191368,33
AUS,GAB,0.8025643780292734,33
AUS,GBR,1.4359284723297985,33
AUS,GHA,0.9483305861616903,33
AUS,GIN,1.3915090290813192,33
AUS,GMB,1.7529960272733656,33
AUS,GNB,1.056965351315025,33
AUS,GRD,1.0473822829146953,33
AUS,GTM,1.0365037392123677,33
AUS,GUY,1.4595134312169813,33
AUS,HKG,1.2150939298972956,33
AUS,HND,1.025546767507363,33
AUS,HTI,0.97034896119233,33
AUS,IDN,0.9468239685719592,33
AUS,IND,1.0280642558368795,33
AUS,IRL,1.2909079507465229,33
AUS,IRQ,2.2821971049195504,33
AUS,ISL,1.493879015562908,33
AUS,ISR,1.3461426526594125,33
